name,cost_center,ccs,address,city,latitude,longitude,franchise,store_brand,display_brand,op_status,division_name,distance,country,url,services,franchise_brand
404,404,1,1023 Wellington Street,OTTAWA,45.4047842,-75.723925,0,Circle K,Circle K,Open,ontario,1.991161176837779,Canada,/store-ontario/Canada/ottawa/1023-wellington-street/404,"atm, coffee, polar_pop, froster",NA
610,610,0,51 BOUL. FOURNIER,GATINEAU,45.4463463,-75.7130504,0,Couche-Tard,Couche-Tard,Open,quebec,2.0775871907042087,CA,/store-locator/CA/gatineau/51-boul-fournier/610,"diesel, public_restrooms, atm, roller_grill, sloche, redbull_shop, ca_coffee",NA
1817,1817,1,395 Montreal Road,OTTAWA,45.4390492,-75.6540399,0,MACS,Mac's,Open,ontario,2.1437765512090667,Canada,/store-ontario/Canada/ottawa/395-montreal-road/1817,"gas, atm, coffee, polar_pop, froster",NA
454,454,1,437 St. Laurent Blvd.,OTTAWA,45.4473684,-75.6498646,0,Circle K,Circle K,Open,ontario,2.665715271002204,Canada,/store-ontario/Canada/ottawa/437-st-laurent-blvd/454,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1098,1098,0,480 BOUL. ST-JOSEPH,GATINEAU,45.4464211,-75.7323619,0,Couche-Tard,Couche-Tard,Open,quebec,2.7025264323014446,CA,/store-locator/CA/gatineau/480-boul-st-joseph/1098,"car_wash, diesel, public_restrooms, roller_grill, ca_coffee",NA
219,219,1,"598 Montreal Road,",OTTAWA,45.4421259,-75.6429469,0,Circle K,Circle K,Open,ontario,2.708461177130521,Canada,/store-ontario/Canada/ottawa/598-montreal-road/219,"atm, coffee, polar_pop, froster",NA
52384,52384,1,1600 Bank ST,OTTAWA,45.3777288,-75.6675807,0,Circle K,Circle K,Open,ontario,3.1819218678615795,Canada,/store-ontario/Canada/ottawa/1600-bank-st/52384,"car_wash, gas, diesel, atm, redbull_shop",NA
616,616,0,265 BOUL. SAINT-RAYMOND,GATINEAU,45.4269774,-75.7611743,0,Couche-Tard,Couche-Tard,Open,quebec,3.4764689895772958,CA,/store-locator/CA/gatineau/265-boul-saint-raymond/616,"public_restrooms, atm, roller_grill, sloche, ca_coffee",NA
1279,1279,1,256 Richmond Rd.,OTTAWA,45.393417,-75.750335,0,Circle K,Circle K,Open,ontario,3.493615144057951,Canada,/store-ontario/Canada/ottawa/256-richmond-rd/1279,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
68048,68048,1,"1025 Merivale Rd.,",OTTAWA,45.378943,-75.7328951,0,MACS,Mac's,Open,ontario,3.575031532963693,Canada,/store-ontario/Canada/ottawa/1025-merivale-rd/68048,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1389,1389,1,"2213 Arch St.,",OTTAWA,45.3895238,-75.6304321,0,Circle K,Circle K,Open,ontario,3.6177021295118696,Canada,/store-ontario/Canada/ottawa/2213-arch-st/1389,"atm, coffee, polar_pop, froster, roller_grill",NA
822,822,1,"780 Baseline Rd.,",OTTAWA,45.3705807,-75.7172098,0,Circle K,Circle K,Open,ontario,3.7259877892960884,Canada,/store-ontario/Canada/ottawa/780-baseline-rd/822,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
487,487,1,1420 Walkley Road,OTTAWA,45.3734543,-75.6535618,0,Circle K,Circle K,Open,ontario,3.7313284990393796,Canada,/store-ontario/Canada/ottawa/1420-walkley-road/487,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
68037,68037,1,"888 Meadowlands Dr. E.,",OTTAWA,45.3673081,-75.7014928,0,MACS,Mac's,Open,ontario,3.7518330484625952,Canada,/store-ontario/Canada/ottawa/888-meadowlands-dr-e/68037,"coffee, polar_pop, froster, redbull_shop",NA
52723,52723,1,1970 Walkley RD,OTTAWA,45.3829911,-75.6307413,0,Circle K,Circle K,Open,ontario,3.8949394817455936,Canada,/store-ontario/Canada/ottawa/1970-walkley-rd/52723,"EU_ROUTEX_ATLAS, EU_TRUCKDIESEL_NETWORK, car_wash, gas, diesel, atm, redbull_shop",NA
1225,1225,0,"320, BOULEVARD GREBER",GATINEAU,45.4777091,-75.7014885,0,Couche-Tard,Couche-Tard,Open,quebec,3.9579416959347706,CA,/store-locator/CA/gatineau/320-boulevard-greber/1225,"car_wash, diesel, public_restrooms, atm, redbull_shop, ca_coffee",NA
612,612,0,9 RUE DANIEL-JOHNSON,GATINEAU,45.4625748,-75.7475764,0,Couche-Tard,Couche-Tard,Open,quebec,4.005068403912596,CA,/store-locator/CA/gatineau/9-rue-daniel-johnson/612,"public_restrooms, atm, roller_grill, sloche, ca_coffee",NA
52557,52557,1,1494 Innes RD,GLOUCESTER,45.4146989,-75.6045069,0,Circle K,Circle K,Open,ontario,4.169980571072753,Canada,/store-ontario/Canada/gloucester/1494-innes-rd/52557,"car_wash, gas, diesel, atm",NA
608,608,0,4 RUE D'ORLÉANS,GATINEAU,45.4811876,-75.7009465,0,Couche-Tard,Couche-Tard,Open,quebec,4.192645471094858,CA,/store-locator/CA/gatineau/4-rue-d-orleans/608,"public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA
609,609,0,35 RUE DU BARRY,GATINEAU,45.4810679,-75.7052333,0,Couche-Tard,Couche-Tard,Open,quebec,4.2158048804546215,CA,/store-locator/CA/gatineau/35-rue-du-barry/609,"public_restrooms, atm, roller_grill, sloche, ca_coffee",NA
68014,68014,1,"2063 Meadowbrook Rd.,",GLOUCESTER,45.427358,-75.6013072,0,Circle K,Circle K,Open,ontario,4.323815117141726,Canada,/store-ontario/Canada/gloucester/2063-meadowbrook-rd/68014,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
52428,52428,1,"1859 Carling Ave.,",OTTAWA,45.376346,-75.757319,0,Circle K,Circle K,Open,ontario,4.494370161204896,Canada,/store-ontario/Canada/ottawa/1859-carling-ave/52428,"car_wash, gas, atm, coffee",NA
1017,1017,0,476 RUE GRAVELINE,GATINEAU,45.486378,-75.6687119,0,Couche-Tard,Couche-Tard,Open,quebec,4.633851430180432,CA,/store-locator/CA/gatineau/476-rue-graveline/1017,"public_restrooms, atm, roller_grill, sloche, redbull_shop, ca_coffee",NA
601,601,0,882 BOUL. SAINT-RENÉ OUEST,GATINEAU,45.4892103,-75.6893638,0,Couche-Tard,Couche-Tard,Open,quebec,4.713432497959423,CA,/store-locator/CA/gatineau/882-boul-saint-rene-ouest/601,"car_wash, diesel, public_restrooms, atm, roller_grill, ca_coffee",NA
604,604,0,585 BOUL. DES GRIVES,GATINEAU,45.4435358,-75.7859961,0,Couche-Tard,Couche-Tard,Open,quebec,4.907896412381123,CA,/store-locator/CA/gatineau/585-boul-des-grives/604,"diesel, public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA
602,602,0,245 RUE DE CANNES,GATINEAU,45.4894734,-75.7235629,0,Couche-Tard,Couche-Tard,Open,quebec,5.003089878859898,CA,/store-locator/CA/gatineau/245-rue-de-cannes/602,"public_restrooms, roller_grill, sloche, redbull_shop, ca_coffee",NA
1227,1227,0,"410, BOUL. MALONEY EST",GATINEAU,45.4842196,-75.6392184,0,Couche-Tard,Couche-Tard,Open,quebec,5.013661581384554,CA,/store-locator/CA/gatineau/410-boul-maloney-est/1227,"diesel, public_restrooms, atm, ca_coffee",NA
52625,52625,1,2075 Montreal RD,OTTAWA,45.4480174,-75.5939265,0,Circle K,Circle K,Open,ontario,5.017900490532089,Canada,/store-ontario/Canada/ottawa/2075-montreal-rd/52625,"gas, diesel, atm, redbull_shop",NA
52527,52527,1,2100 Hunt Club RD,OTTAWA,45.3640885,-75.6201797,0,Circle K,Circle K,Open,ontario,5.192010250583862,Canada,/store-ontario/Canada/ottawa/2100-hunt-club-rd/52527,"car_wash, gas, atm",NA
600,600,0,730 BOUL. DU MONT-ROYAL,GATINEAU,45.4960625,-75.6962775,0,Couche-Tard,Couche-Tard,Open,quebec,5.195724322026934,CA,/store-locator/CA/gatineau/730-boul-du-mont-royal/600,"public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA
52278,52278,1,1584 Merivale RD,NEPEAN,45.3502421,-75.7337817,0,Circle K,Circle K,Open,ontario,5.331679019664536,Canada,/store-ontario/Canada/nepean/1584-merivale-rd/52278,"car_wash, gas, diesel, atm, coffee, redbull_shop",NA
625,625,0,725 BOUL. DES HAUTES-PLAINES,GATINEAU,45.474538,-75.7719339,0,Couche-Tard,Couche-Tard,Open,quebec,5.426745638383937,CA,/store-locator/CA/gatineau/725-boul-des-hautes-plaines/625,"public_restrooms, atm, ca_coffee",NA
52656,52656,1,3705 Riverside DR,OTTAWA,45.3423632,-75.6904317,0,Circle K,Circle K,Open,ontario,5.433843336160619,Canada,/store-ontario/Canada/ottawa/3705-riverside-dr/52656,"car_wash, gas, atm, coffee",NA
68049,68049,1,4000 Bridle Path,GLOUCESTER,45.3483871,-75.6457041,0,Circle K,Circle K,Open,ontario,5.459285101383667,Canada,/store-ontario/Canada/gloucester/4000-bridle-path/68049,"atm, coffee, polar_pop, froster, redbull_shop",NA
68065,68065,1,"1827 Baseline Rd.,",OTTAWA,45.3547943,-75.7560522,0,Circle K,Circle K,Open,ontario,5.587229557174649,Canada,/store-ontario/Canada/ottawa/1827-baseline-rd/68065,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1137,1137,0,495 VANIER,GATINEAU,45.4161897,-75.8070988,0,Couche-Tard,Couche-Tard,Open,quebec,5.689915793868234,CA,/store-locator/CA/gatineau/495-vanier/1137,"diesel, public_restrooms, atm, roller_grill, sloche, ca_coffee",NA
627,627,0,725 RUE DAVIDSON O,GATINEAU,45.5052661,-75.6764137,0,Couche-Tard,Couche-Tard,Open,quebec,5.859848049160724,CA,/store-locator/CA/gatineau/725-rue-davidson-o/627,"diesel, public_restrooms, atm, roller_grill, ca_coffee",NA
626,626,0,630 BOUL. LABROSSE,GATINEAU,45.501143,-75.6421697,0,Couche-Tard,Couche-Tard,Open,quebec,6.0029147637443465,CA,/store-locator/CA/gatineau/630-boul-labrosse/626,"public_restrooms, atm, roller_grill, sloche, ca_coffee",NA
52536,52536,1,2162 Prince Of Wales DR,NEPEAN,45.3335779,-75.7018768,0,Circle K,Circle K,Open,ontario,6.068357023122924,Canada,/store-ontario/Canada/nepean/2162-prince-of-wales-dr/52536,"car_wash, gas, diesel, atm, polar_pop, froster, redbull_shop",NA
68079,68079,1,"2672 Innes Rd.,",GLOUCESTER,45.4320149,-75.56268,0,Circle K,Circle K,Open,ontario,6.221012361572053,Canada,/store-ontario/Canada/gloucester/2672-innes-rd/68079,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
802,802,1,1402 Highgate Street,OTTAWA,45.3489085,-75.7698565,0,Circle K,Circle K,Open,ontario,6.313204416157956,Canada,/store-ontario/Canada/ottawa/1402-highgate-street/802,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1226,1226,0,873 MALONEY EST,GATINEAU,45.4882202,-75.6011971,0,Couche-Tard,Couche-Tard,Open,quebec,6.331159254568463,CA,/store-locator/CA/gatineau/873-maloney-est/1226,"car_wash, diesel, public_restrooms, atm, redbull_shop, ca_coffee",NA
1039,1039,0,511 RUE A GIBAULT,GATINEAU,45.5067038,-75.6360866,0,Couche-Tard,Couche-Tard,Open,quebec,6.472178603369263,CA,/store-locator/CA/gatineau/511-rue-a-gibault/1039,"public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA
52287,52287,1,"1545 Woodroffe Ave.,",NEPEAN,45.3345262,-75.7517782,0,Circle K,Circle K,Open,ontario,6.686627723963754,Canada,/store-ontario/Canada/nepean/1545-woodroffe-ave/52287,"car_wash, gas, diesel, atm, coffee, polar_pop, froster",NA
1224,1224,0,"209, CHEMIN AYLMER",GATINEAU,45.3959535,-75.8322898,0,Couche-Tard,Couche-Tard,Open,quebec,7.118235837622584,CA,/store-locator/CA/gatineau/209-chemin-aylmer/1224,"diesel, public_restrooms, atm, ca_coffee",NA
1236,1236,0,209 Chemin d'Aylmer,LAVAL,45.3959535,-75.8322898,0,Couche-Tard,Couche-Tard,Open,quebec,7.118235837622584,CA,/store-locator/CA/laval/209-chemin-d-aylmer/1236,"diesel, public_restrooms, atm, ca_coffee",NA
624,624,0,348 BOUL. LORRAIN,GATINEAU,45.5069413,-75.6089149,0,Couche-Tard,Couche-Tard,Open,quebec,7.119486360941291,CA,/store-locator/CA/gatineau/348-boul-lorrain/624,"public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA
52389,52389,1,2545 Baseline RD,OTTAWA,45.3421276,-75.7863083,0,Circle K,Circle K,Open,ontario,7.182298221690598,Canada,/store-ontario/Canada/ottawa/2545-baseline-rd/52389,"car_wash, gas, atm",NA
605,605,0,790 BOUL. WILFRID-LAVIGNE,GATINEAU,45.4110993,-75.8386017,0,Couche-Tard,Couche-Tard,Open,quebec,7.241372875006274,CA,/store-locator/CA/gatineau/790-boul-wilfrid-lavigne/605,"public_restrooms, atm, roller_grill, ca_coffee",NA
1756,1756,1,1600 Forest Valley Drive,ORLEANS,45.4488546,-75.535982,0,Circle K,Circle K,Open,ontario,7.710832416696702,Canada,/store-ontario/Canada/orleans/1600-forest-valley-drive/1756,"gas, atm, coffee, polar_pop, froster, redbull_shop",NA
52678,52678,1,"1980 St. Joseph Blvd.,",ORLEANS,45.4635594,-75.5404122,0,Circle K,Circle K,Open,ontario,7.823826795994132,Canada,/store-ontario/Canada/orleans/1980-st-joseph-blvd/52678,"car_wash, gas, diesel, atm",NA
1321,1321,0,"1051, Boulevard Lorrain",Gatineau,45.5257946,-75.626707,0,Couche-Tard,Couche-Tard,Open,quebec,7.862955800100866,CA,/store-locator/CA/gatineau/1051-boulevard-lorrain/1321,"car_wash, diesel, public_restrooms, atm, sloche, redbull_shop, ca_coffee",NA
1280,1280,1,"299 Greenbank Rd.,",NEPEAN,45.3237882,-75.7773955,0,Circle K,Circle K,Open,ontario,7.946921559812866,Canada,/store-ontario/Canada/nepean/299-greenbank-rd/1280,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1051,1051,0,1545 BOUL. MALONEY EST,GATINEAU,45.4995794,-75.5691542,0,Couche-Tard,Couche-Tard,Open,quebec,7.983996563843547,CA,/store-locator/CA/gatineau/1545-boul-maloney-est/1051,"diesel, public_restrooms, atm, roller_grill, ca_coffee",NA
1816,1816,1,6469 Jeanne D'Arc Blvd North,OTTAWA,45.4802779,-75.536767,0,MACS,Mac's,Open,ontario,8.479503388205362,Canada,/store-ontario/Canada/ottawa/6469-jeanne-d-arc-blvd-north/1816,"gas, diesel, atm, coffee",NA
52327,52327,1,3869 Innes RD,ORLEANS,45.453285,-75.5121725,0,Circle K,Circle K,Open,ontario,8.904336721334682,Canada,/store-ontario/Canada/orleans/3869-innes-rd/52327,"gas, atm",NA
52655,52655,1,1856 Robertson RD,OTTAWA,45.3270832,-75.8198599,0,Circle K,Circle K,Open,ontario,9.051012786701005,Canada,/store-ontario/Canada/ottawa/1856-robertson-rd/52655,"car_wash, gas, diesel, atm, coffee",NA
1538,1538,1,"4184 Spratt Road, Unit 1",OTTAWA,45.2832373,-75.6857113,0,Circle K,Circle K,Open,ontario,9.521686178342923,Canada,/store-ontario/Canada/ottawa/4184-spratt-road-unit-1/1538,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1373,1373,1,418 Moodie Drive,NEPEAN,45.3208341,-75.8331709,0,Circle K,Circle K,Open,ontario,9.813313586222932,Canada,/store-ontario/Canada/nepean/418-moodie-drive/1373,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
68062,68062,1,"385 Tompkins Ave.,",ORLEANS,45.4774353,-75.4985302,0,Circle K,Circle K,Open,ontario,10.063948409675529,Canada,/store-ontario/Canada/orleans/385-tompkins-ave/68062,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1815,1815,1,2302 Tenth Line Road,OTTAWA,45.4507803,-75.4830486,0,MACS,Mac's,Open,ontario,10.24146454115975,Canada,/store-ontario/Canada/ottawa/2302-tenth-line-road/1815,"car_wash, gas, diesel, atm, coffee, polar_pop, froster, redbull_shop",NA
52695,52695,1,3580 Strandherd RD,OTTAWA,45.274561,-75.738233,0,Circle K,Circle K,Open,ontario,10.387221596057591,Canada,/store-ontario/Canada/ottawa/3580-strandherd-rd/52695,"EU_CARWASH_JETWASH, EU_ROUTEX_ATLAS, EU_SHOWER, EU_SIMPLY_GREAT_COFFEE, EU_TRUCKDIESEL_NETWORK, EU_WIFI, EU_CARWASH, EU_GAS, EU_TRAILER_RENTAL, EU_MOBILE_PAYMENTS_CARWASH, EU_MOBILE_PAYMENTS_FUEL, car_wash, gas, atm, redbull_shop",NA
68071,68071,1,1 Tartan Dr.,NEPEAN,45.269884,-75.7540622,0,MACS,Mac's,Open,ontario,10.896992471075974,Canada,/store-ontario/Canada/nepean/1-tartan-dr/68071,"atm, coffee, polar_pop, froster",NA
1814,1814,1,1985 Trim Road,OTTAWA,45.4713098,-75.4539885,0,MACS,Mac's,Open,ontario,11.953874906904415,Canada,/store-ontario/Canada/ottawa/1985-trim-road/1814,"car_wash, gas, diesel, atm, coffee, polar_pop, froster, redbull_shop",NA
358,358,1,"1031 Teron Rd.,",KANATA,45.3305788,-75.9003508,0,MACS,Mac's,Open,ontario,11.97784527809063,Canada,/store-ontario/Canada/kanata/1031-teron-rd/358,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1339,1339,1,62 Stonehaven,KANATA,45.2923085,-75.8578066,0,Circle K,Circle K,Open,ontario,12.067600597024514,Canada,/store-ontario/Canada/kanata/62-stonehaven/1339,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
68080,68080,1,"13 Kakulu Rd.,",KANATA,45.3095761,-75.8812653,0,MACS,Mac's,Open,ontario,12.069965882903052,Canada,/store-ontario/Canada/kanata/13-kakulu-rd/68080,"atm, coffee, polar_pop, froster, redbull_shop",NA
614,614,0,1225 RUE DE NEUVILLE,GATINEAU,45.5310494,-75.4960703,0,Couche-Tard,Couche-Tard,Open,quebec,12.08141460244815,CA,/store-locator/CA/gatineau/1225-rue-de-neuville/614,"public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA
52519,52519,1,401 Hazeldean RD,KANATA,45.304242,-75.877695,0,Circle K,Circle K,Open,ontario,12.178494836671673,Canada,/store-ontario/Canada/kanata/401-hazeldean-rd/52519,"car_wash, gas, diesel, atm, redbull_shop",NA
52609,52609,1,479 March RD,KANATA,45.342126,-75.9169608,0,Circle K,Circle K,Open,ontario,12.297496751745353,Canada,/store-ontario/Canada/kanata/479-march-rd/52609,"car_wash, gas, diesel, coffee, polar_pop, froster",NA
68050,68050,1,"100 Castlefrank Rd.,",KANATA,45.293711,-75.8818123,0,MACS,Mac's,Open,ontario,12.81837787410429,Canada,/store-ontario/Canada/kanata/100-castlefrank-rd/68050,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1033,1033,0,101 RUE GEORGES,GATINEAU,45.5540846,-75.4363994,0,Couche-Tard,Couche-Tard,Open,quebec,15.334907549918977,CA,/store-locator/CA/gatineau/101-rue-georges/1033,"public_restrooms, atm, redbull_shop, ca_coffee",NA
52704,52704,1,44 Edgewater ST,KANATA,45.2975402,-75.9009766,0,Circle K,Circle K,Open,ontario,13.33993929999555,Canada,/store-ontario/Canada/kanata/44-edgewater-st/52704,"car_wash, gas, coffee, redbull_shop",NA
68044,68044,1,5511 Main Street,MANOTICK,45.2271049,-75.6861776,0,MACS,Mac's,Open,ontario,13.399442917468692,Canada,/store-ontario/Canada/manotick/5511-main-street/68044,"atm, coffee, polar_pop, froster, redbull_shop",NA
52703,52703,1,501 Terry Fox DR,KANATA,45.3101234,-75.9184265,0,Circle K,Circle K,Open,ontario,13.488414142797666,Canada,/store-ontario/Canada/kanata/501-terry-fox-dr/52703,"car_wash, gas, diesel, atm, redbull_shop",NA
68024,68024,1,1 Hobin St.,STITTSVILLE,45.2647162,-75.9292944,0,MACS,Mac's,Open,ontario,15.877115208235846,Canada,/store-ontario/Canada/stittsville/1-hobin-st/68024,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
68029,68029,1,6138 Perth Street,RICHMOND,45.1938724,-75.8389807,0,Circle K,Circle K,Open,ontario,17.290300104337852,Canada,/store-ontario/Canada/richmond/6138-perth-street/68029,"atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1042,1042,0,175 Avenue Lépine,Buckingham,45.5758929,-75.400335,0,Couche-Tard,Couche-Tard,Open,quebec,17.631516247317673,CA,/store-locator/CA/buckingham/175-avenue-lepine/1042,"car_wash, diesel, public_restrooms, roller_grill, redbull_shop, ca_coffee",NA
1749,1749,1,9061 County Road 17,ROCKLAND,45.5454896,-75.3017648,0,Circle K,Circle K,Open,ontario,20.6648110820946,Canada,/store-ontario/Canada/rockland/9061-county-road-17/1749,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1813,1813,1,715 Limoges Road,LIMOGES,45.3185145,-75.2443612,0,Circle K,Circle K,Open,ontario,22.7828715757285,Canada,/store-ontario/Canada/limoges/715-limoges-road/1813,"gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
1808,1808,1,5525 Appleton Side Road,ALMONTE,45.2367095,-76.1792507,0,Circle K,Circle K,Open,ontario,26.999549270165005,Canada,/store-ontario/Canada/almonte/5525-appleton-side-road/1808,"car_wash, gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA
68034,68034,1,421 Rideau Street,KEMPTVILLE,45.0194748,-75.6506178,0,MACS,Mac's,Open,ontario,27.81200127764635,Canada,/store-ontario/Canada/kemptville/421-rideau-street/68034,"gas, atm, coffee, polar_pop, froster, redbull_shop",NA
