name_old,address_old,note_old,lat,lng
MAC'S CONVENIENCE Stores,"418 Moodie Dr, Ottawa, ON",regular,45.3208341,-75.8331709
MAC'S CONVENIENCE Stores,"4184 SPRATT ROAD, Ottawa, ON",regular,45.2832373,-75.6857113
MAC'S CONVENIENCE Stores,"437 ST LAURENT BLVD, Ottawa, ON",regular,45.44736839999999,-75.6498646
MAC'S CONVENIENCE Stores,"500 HAZELDEAN RD, Ottawa, ON",regular,45.2933502,-75.8937131
MAC'S CONVENIENCE Stores,"5511 MANOTICK MAIN ST, Ottawa, ON",regular,45.2271049,-75.6861776
MAC'S CONVENIENCE Stores,"598 MONTREAL ROAD, Ottawa, ON",regular,45.4421259,-75.6429469
MAC'S CONVENIENCE Stores,"6138 PERTH ST, Ottawa, ON",regular,45.1938724,-75.8389807
MAC'S CONVENIENCE Stores,"62 STONEHAVEN AVE, Ottawa, ON",regular,45.2923085,-75.8578066
MAC'S CONVENIENCE Stores,"780 Baseline Road, Ottawa, ON",regular,45.3705807,-75.71720979999999
MAC'S CONVENIENCE Stores,"853 BANK STREET, Ottawa, ON",regular,45.4015198,-75.6873552
MAC'S CONVENIENCE Stores,"888 MEADOWLANDS DRIVE E, Ottawa, ON",regular,45.36712490000001,-75.7025045
MAGGY'S MART,"8154 Jeanne D'Arc Blvd N, Ottawa, ON",regular,45.4875472,-75.5116649
MANOR PARK GROCERY,"179 St Laurent Blvd, Ottawa, ON",regular,45.45415209999999,-75.6539569
MARCH CONVENIENCE,"700 March Rd, Ottawa, ON",regular,45.3501092,-75.9243828
MARIO’S FOOD CENTRE,"391 MCARTHUR AVENUE, Ottawa, ON",regular,45.4323339,-75.6503173
Maurice Grocery Store,"1755 Riverside Dr, Ottawa, ON K1G 3T6",regular,45.4020196,-75.66528269999999
MICHEL'S DEPANNEUR,"262 dalhousie, Ottawa, ON",regular,45.4304773,-75.6926245
Midori restaurant & Convenicence,"2950 Colonial Rd, Ottawa, ON",regular,45.4423267,-75.34333199999999
Midori restaurant & Convenicence,"3689 Navan Rd, Navan, ON K4B 1H9",regular,45.4265805,-75.48905189999999
Mike’s Corner Store,"44 Elm St, Ottawa, ON K1R 6N1",regular,45.4103193,-75.71259979999999
MIKE'S,"261 Centrepointe Dr, Ottawa, ON",regular,45.3392191,-75.77169090000001
MIKEY FOOD MART,"200 Durocher St, Ottawa, ON",regular,45.4364772,-75.6664526
MILLENIUM,"345 Dalhousie St, Ottawa, ON",regular,45.4282389,-75.69036710000002
MINI CONFECTIONERY,"273 Montfort St, Ottawa, ON",regular,45.4389471,-75.6615451
MINO MART GROCETERIA,"1157 WELLINGTON STREET WEST, Ottawa, ON",regular,45.4013515,-75.7280152
Moe's Convenience Store,"1665 Cyrville Rd, Ottawa, ON",regular,45.41821299999999,-75.6081073
Mooney's Bay Groceteria,"2660 Norberry Crescent, Ottawa, ON",regular,45.3683529,-75.6832697
MR GAS,"1270 Trim Rd, Orléans, ON K4A 3P7",gas station,45.4910181,-75.4799664
MR GAS,"1970 Ogilvie Rd, Gloucester, ON K1J 9M8",gas station,45.4334134,-75.61264059999999
MR GAS,"4042 Innes Rd, Ottawa, ON",gas station,45.4551013,-75.5051859
MR GAS,"5899 Hazeldean Rd, Ottawa, ON",gas station,45.2779141,-75.9209097
MR GAS,"980 Cameron Street, Ottawa, ON",gas station,45.5177895,-75.4112554
N N spot plus,"407 Laurier Av W, Ottawa, ON",regular,45.4174617,-75.7025069
Nicholls,"3798 Dunrobin Road, Woodlawn, ON K0A 3M0",gas station,45.4628437,-76.0740486
NICKS CONFECTION,"920 Montreal Rd, Ottawa, ON",regular,45.44634140000001,-75.6286957
NICKS GENERAL STORE,"5352 Bank St, Ottawa, ON",regular,45.2859373,-75.57436679999999
NORTH BESTONE,"190 Lees Avenue, Ottawa, ON",regular,45.4151826,-75.6697825
O'CONNOR Grocery,"41 Third Av, Ottawa, ON",regular,45.4046808,-75.68476059999999
Olympic Tuck Shop,"1170 Fisher Ave, Ottawa, ON K1Z 5R7",regular,45.3768531,-75.7208795
OTTAWA SOUTH GROCERY,"431 Sunnyside Ave, Ottawa, ON",regular,45.3916938,-75.68986199999999
PANTRY PLUS,"2433 St Joseph Blvd, Ottawa, ON",regular,45.4699453,-75.5284842
PETER'S GAS BAR,"2050 Robertson Rd, Ottawa, ON",gas station,45.3232056,-75.8296855
Petro-Canada convenience store,"1007 St. Laurent Blvd, Ottawa, ON",gas station,45.4283766,-75.63913079999999
Petro-Canada convenience store,"1018 Cyrville Rd, Gloucester, ON K1J 7S4",gas station,45.4252844,-75.6374316
Petro-Canada convenience store,"120 Eagleson Rd, Ottawa, ON",gas station,45.30998169999999,-75.8807494
Petro-Canada convenience store,"1372 Prince of Wales Dr, Ottawa, ON",gas station,45.3701683,-75.7041184
Petro-Canada convenience store,"1431 Woodroffe Ave, Ottawa, ON",gas station,45.34262289999999,-75.7564534
Petro-Canada convenience store,"1432 Baseline Rd, Ottawa, ON",gas station,45.3611753,-75.7390965
Petro-Canada convenience store,"1685 10th LINE RD, Ottawa, ON",gas station,45.4680657,-75.49142309999999
Petro-Canada convenience store,"1740 St Laurent Blvd, Ottawa, ON",gas station,45.4052824,-75.62745149999999
Petro-Canada convenience store,"1847 Bank St, Ottawa, ON",gas station,45.3701376,-75.6627807
Petro-Canada convenience store,"1856 Carling Ave, Ottawa, ON K2A 1E3",gas station,45.3757622,-75.75716589999999
Petro-Canada convenience store,"1881 Robertson Rd, Ottawa, ON",gas station,45.3273421,-75.82149199999999
Petro-Canada convenience store,"1900 Prince of Wales Dr, Ottawa, ON",gas station,45.3531316,-75.70486160000002
Petro-Canada convenience store,"1941 Innes Rd, Ottawa, ON",gas station,45.4194632,-75.5960793
Petro-Canada convenience store,"1960 Innes Rd, Ottawa, ON",gas station,45.419071,-75.5949279
Petro-Canada convenience store,"1988 St Joseph Blvd, Ottawa, ON",gas station,45.4641988,-75.53940209999999
Petro-Canada convenience store,"2073 Montreal Rd, Ottawa, ON",gas station,45.447448,-75.5947542
Petro-Canada convenience store,"2180 Montreal Road, Ottawa, ON",gas station,45.4494576,-75.5884049
Petro-Canada convenience store,"2471 Bank Street, Ottawa, ON",gas station,45.3540627,-75.646459
Petro-Canada convenience store,"2536 Bank St, Ottawa, ON",gas station,45.3537051,-75.6420543
Petro-Canada convenience store,"2577 Baseline Rd, Ottawa, ON",gas station,45.3414598,-75.7878698
Petro-Canada convenience store,"2630 Innes Rd, Ottawa, ON",gas station,45.4315804,-75.563993
Petro-Canada convenience store,"292 Rideau St, Ottawa, ON",gas station,45.4286644,-75.6852652
Petro-Canada convenience store,"3055 St Joseph Blvd, Ottawa, ON",gas station,45.47830889999999,-75.5125556
Petro-Canada convenience store,"3095 Carling Ave, Ottawa, ON",gas station,45.3537471,-75.8088174
Petro-Canada convenience store,"3201 Conroy Rd, Ottawa, ON",gas station,45.3738248,-75.623971
Petro-Canada convenience store,"3300 Woodroffe Ave, Ottawa, ON",gas station,45.2759127,-75.7196091
Petro-Canada convenience store,"3320 Fallowfield Rd, Ottawa, ON",gas station,45.2513854,-75.8480799
Petro-Canada convenience store,"3766 Fallowfield Rd, Ottawa, ON",gas station,45.2874346,-75.7571842
Petro-Canada convenience store,"3775 Strandherd Dr, Ottawa, ON",gas station,45.26915409999999,-75.7490521
Petro-Canada convenience store,"390 Parkdale Ave, Ottawa, ON",gas station,45.4009191,-75.7296495
Petro-Canada convenience store,"4000 Riverside Dr, Ottawa, ON",gas station,45.33385029999999,-75.69396189999999
Petro-Canada convenience store,"42 Montreal Rd, Ottawa, ON",gas station,45.4331463,-75.6683331
Petro-Canada convenience store,"4358 Innes Rd, Ottawa, ON",gas station,45.4594606,-75.4911923
Petro-Canada convenience store,"470 Bronson Ave, Ottawa, ON",gas station,45.4073978,-75.703867
Petro-Canada convenience store,"500 Eagleson Rd, Ottawa, ON",gas station,45.2908396,-75.8706811
Petro-Canada convenience store,"5336 Boundary Rd, Carlsbad Springs, ON K0A 1K0",gas station,45.345078,-75.4436492
Petro-Canada convenience store,"570 Terry Fox Dr, Ottawa, ON",gas station,45.308046,-75.9156519
Petro-Canada convenience store,"6061 Hazeldean Rd, Ottawa, ON",gas station,45.272694,-75.93096709999999
Petro-Canada convenience store,"6250 Hazeldean Rd, Ottawa, ON",gas station,45.2681321,-75.9383774
Petro-Canada convenience store,"676 Somerset St W, Ottawa, ON",gas station,45.4112569,-75.7059129
Petro-Canada convenience store,"690 Hunt Club Rd, Ottawa, ON",gas station,45.3429899,-75.669964
Petro-Canada convenience store,"7 Carbrooke St, Kanata, ON K2L 1B1",gas station,45.3023544,-75.8791186
Pioneer Energy,"1134 Ogilvie Rd, Ottawa, ON",gas station,45.4261393,-75.63103079999999
Pioneer Energy,"1795 Bantree St, Ottawa, ON",gas station,45.4066167,-75.6169468
Pioneer Energy,"2688 ST. JOSEPH BLVD., Ottawa, ON",gas station,45.4716751,-75.5228412
Pioneer Energy,"2931 Bank St, Ottawa, ON",gas station,45.34788959999999,-75.62515069999999
Pioneer Energy,"590 Montreal Rd, Ottawa, ON",gas station,45.4416383,-75.64418169999999
Pioneer Energy,"631 INDUSTRIAL AVE, Ottawa, ON",gas station,45.4112607,-75.64076210000002
PLANET NEWS,"143 Sparks St, Ottawa, ON",regular,45.4223958,-75.6989548
PRESTON FOOD MARKET,"71 Preston St, Ottawa, ON",regular,45.4096406,-75.7148187
PRESTON NEWSSTAND,"347 PRESTON STREET, Ottawa, ON",regular,45.4020188,-75.7100954
Pronto Food Marts,"1968 Portobello Blvd, Ottawa, ON",regular,45.4662884,-75.4669658
Pronto Food Marts,"3469 Innes Rd, Ottawa, ON",regular,45.447056,-75.5269859
Pronto Food Marts,"5303 Canotek Rd, Ottawa, ON",regular,45.4529502,-75.5885048
Pronto R J’s Convenience Store,"1119 Concession Street, Russell, ON K4R 1C8",regular,45.2578739,-75.3581913
QUICKIE,"1 CHARTWELL AVENUE, Ottawa, ON",regular,45.3323407,-75.7701227
QUICKIE,"1 Rideaucrest Dr, Ottawa, ON",regular,45.28487459999999,-75.7229169
QUICKIE,"1034 Pleasant Park Rd, Ottawa, ON",regular,45.3953221,-75.6216341
QUICKIE,"1166 BANK STREET, Ottawa, ON",regular,45.392441,-75.68253059999999
QUICKIE,"119 MANN AVENUE, Ottawa, ON",regular,45.4213501,-75.67194
QUICKIE,"1356-1366 Clyde Avenue, Ottawa, ON",regular,45.36224,-75.74075850000001
QUICKIE,"1386 RICHMOND ROAD, Ottawa, ON",regular,45.3651059,-75.7877922
QUICKIE,"1430 Prince Of Wales Drive, Ottawa, ON",regular,45.3685302,-75.7027863
QUICKIE,"1435 CALDWELL AVE, Ottawa, ON",regular,45.372816,-75.7349302
QUICKIE,"163 Bell St N, Ottawa, ON",regular,45.4067476,-75.70567799999999
QUICKIE,"1661 HUNT CLUB ROAD, Ottawa, ON",regular,45.3603146,-75.6315224
QUICKIE,"1780 Heron Road, Ottawa, Ontario",regular,45.3802885,-75.6396287
QUICKIE,"2 GOLDRIDGE DRIVE, Ottawa, ON",regular,45.316109,-75.9206246
QUICKIE,"2201 JOCKVALE ROAD, Ottawa, ON",regular,45.2758212,-75.7773042
QUICKIE,"255 PARKDALE AVENUE, Ottawa, ON",regular,45.4049117,-75.731157
QUICKIE,"287A SOMERSET STREET East, Ottawa, ON",regular,45.4236943,-75.6765377
QUICKIE,"3023 CEDARVIEW ROAD, Ottawa, ON",regular,45.2660293,-75.77139059999999
QUICKIE,"332 BANK STREET, Ottawa, ON",regular,45.41410980000001,-75.6954655
QUICKIE,"3332 McCARTHY ROAD, Ottawa, ON",regular,45.351192,-75.6702828
QUICKIE,"348 ELGIN STREET, Ottawa, Ontario, K2P 1M6",regular,45.41571219999999,-75.68866539999999
QUICKIE,"350 VIEWMOUNT DRIVE, Ottawa, ON",regular,45.3489862,-75.7149353
QUICKIE,"361 POULIN AVENUE, Ottawa, ON",regular,45.3630049,-75.79172969999999
QUICKIE,"375 Des Epinettes Ave, Ottawa, ON",regular,45.4661877,-75.4957745
QUICKIE,"4 LORRY GREENBERG DRIVE, Ottawa, ON",regular,45.3691281,-75.6209221
QUICKIE,"431 DONALD STREET, Ottawa, ON",regular,45.4284426,-75.6493299
QUICKIE,"435 ALBERT STREET, Ottawa, ON",regular,45.4173543,-75.7067817
QUICKIE,"4505 Bank St, Ottawa, ON",regular,45.331419,-75.59962449999999
QUICKIE,"490 Rideau St, Ottawa, ON",regular,45.431362,-75.6789385
QUICKIE,"64 Beechwood Ave, Ottawa, ON",regular,45.4401226,-75.6749723
QUICKIE,"655 BRONSON AVE, Ottawa, ON",regular,45.4034352,-75.7008307
QUICKIE,"800 STONEHAVEN DRIVE, Ottawa, ON",regular,45.2811972,-75.838223
QUICKIE,"915 WATTERS STREET, Ottawa, ON",regular,45.4837088,-75.47560059999999
QUILL GROCERY,"6 Quill St, Ottawa, ON",regular,45.4265898,-75.65785439999999
RAINBOW R & H,"6679 Fourth Line Rd, Ottawa, ON",gas station,45.1279395,-75.7111166
REMA CONVENIENCE,"1263 Wellington St W, Ottawa, ON",regular,45.39949499999999,-75.7335015
REMAC,"487 Cumberland St,",regular,45.4262919,-75.6859216
RENE'S CORNER,"4490 Anderson Rd, Ottawa, ON",regular,45.3423997,-75.5249528
RICHMOND C-STORE,"5925 Perth St, Ottawa, ON",regular,45.20071189999999,-75.8294839
Riverbreeze Tuck Shop,"1541 Riverside Dr, Ottawa, ON K1G 4E2",regular,45.409144,-75.662675
ROMA CONFECTIONERY,"258 Rochester St, Ottawa, ON",regular,45.406023,-75.7104354
ROYAL VARIETY,"260 Bank St, Ottawa, ON",regular,45.4160833,-75.6971684
S & S FOODLINER,"2565 Old Montreal Rd, Ottawa, ON",regular,45.5175722,-75.4068407
SAAB CORNER STORE,"1741 Cyrville Rd, Ottawa, ON",regular,45.41714899999999,-75.60478320000001
SAMMY'S CORNER CONFECTIONERY,"1076 St Laurent Blvd, Ottawa, ON",regular,45.4263396,-75.6388927
SEAWAY GAS convenience store,"1627 Cyrville Rd, Ottawa, ON",gas station,45.4186442,-75.610237
SHEFIELD EXPRESS,"50 Rideau St, Ottawa, ON",regular,45.4250234,-75.6909652
SHELL CANADA,"1 MONTREAL RD, Ottawa, ON",gas station,45.4331764,-75.6696308
SHELL CANADA,"106 Eagleson RD, Ottawa, ON",gas station,45.3133439,-75.8826006
SHELL CANADA,"1440 Prince of Wales Dr, Ottawa, ON",gas station,45.36858549999999,-75.7016111
SHELL CANADA,"1548 MERIVALE ROAD, Ottawa, ON",gas station,45.3542357,-75.7361925
SHELL CANADA,"1607 Carling Ave, Ottawa, ON",gas station,45.3806173,-75.7474147
SHELL CANADA,"1857 Merivale Rd, Ottawa, ON",gas station,45.3356254,-75.7239147
SHELL CANADA,"1993 Tenth Line RD, Ottawa, ON",gas station,45.4616725,-75.4871416
SHELL CANADA,"20 Beechwood Ave, Ottawa, ON",gas station,45.4394218,-75.6765185
SHELL CANADA,"2145 Carp RD, Ottawa, ON",gas station,45.2792898,-75.95529309999999
SHELL CANADA,"2232 St. Laurent BLVD, Ottawa, ON",gas station,45.3890879,-75.6180771
SHELL CANADA,"2238 Carling AVE, Ottawa, ON",gas station,45.3687677,-75.7731038
SHELL CANADA,"2498 BANK ST, OTTAWA",gas station,45.3534669,-75.6434228
SHELL CANADA,"2770 IRIS ST, Ottawa, ON",gas station,45.3474764,-75.78825719999999
SHELL CANADA,"2950 Woodroffe Ave, Ottawa, ON",gas station,45.2914954,-75.72794309999999
SHELL CANADA,"2975 ST. JOSEPH BLVD, Ottawa, ON",gas station,45.4759521,-75.5165493
SHELL CANADA,"3190 Prince Of Wales DR., Ottawa, ON",gas station,45.28685489999999,-75.7029312
SHELL CANADA,"720 March RD, Ottawa, ON",gas station,45.3510018,-75.92672780000001
SHELL CANADA,"962 MERIVALE RD, Ottawa, ON",gas station,45.3812484,-75.7334967
SHERWOOD MARKET & DELI,"111 Sherwood Dr, Ottawa, ON",regular,45.3961984,-75.71333419999999
SILVER CITY FOOD MARKET,"289 Queen Mary St, Ottawa, ON",regular,45.42528009999999,-75.6530463
SILVER CITY FOOD MARKET,"86 Forward Ave, Ottawa, ON",regular,45.4093943,-75.7332684
Slater Street Market,"427 Laurier Ave W, Ottawa, ON",regular,45.4172318,-75.70258059999999
STE ANNE CONVENIENCE,"308 Shakespeare St, Ottawa, ON",regular,45.4395184,-75.6592304
STEWART FUELS,"1999 Merivale Rd, Ottawa, ON",gas station,45.32487829999999,-75.7176774
STINSON COUNTRY SYLE DONUTS,"4728 Bank St, Ottawa, ON",gas station,45.3241221,-75.5965773
STOP N' SHOP,"412 McArthur Ave, Ottawa, ON",regular,45.43183519999999,-75.6488664
SUPER FOOD MARKET,"217a Montreal Rd, Ottawa, ON",regular,45.4356831,-75.66292240000001
Thana Market,"386 Bank St, Ottawa, ON",regular,45.413522,-75.694906
TIMES SQUARE TABACCO & NEWS,"47 Clarence St, Ottawa, ON",regular,45.4288716,-75.6939885
Tokyo Shop,"258 Elgin Street, Ottawa, ON K2P 1L9",regular,45.41803059999999,-75.6908189
Ultramar Corner Store,"1543 Merivale Rd, Ottawa, ON",gas station,45.3549754,-75.7354285
Ultramar Corner Store,"1797 St Joseph Blvd, Ottawa, ON",gas station,45.4618541,-75.5484463
Ultramar Corner Store,"1985 TRIM ROAD, Ottawa, ON",gas station,45.4713098,-75.4539885
Ultramar Corner Store,"2302 TENTH LINE ROAD, Ottawa, ON",gas station,45.4507803,-75.4830486
Ultramar Corner Store,"3199 HAWTHORNE ROAD, Ottawa, ON",gas station,45.3829528,-75.6015275
Ultramar Corner Store,"3467 HAWTHORNE ROAD, Ottawa, ON",gas station,45.3747828,-75.5969736
Ultramar Corner Store,"395 Montreal Rd, Vanier, ON K1L 6A8",gas station,45.4390106,-75.6539378
Ultramar Corner Store,"3990 PRINCE OF WALES ROAD, Ottawa, ON",gas station,45.2404229,-75.71273579999999
Ultramar Corner Store,"401 March Rd, Ottawa, ON",gas station,45.3377138,-75.911453
Ultramar Corner Store,"480 HAZELDEAN ROAD, Ottawa, ON",gas station,45.2969871,-75.88964279999999
Ultramar Corner Store,"6469 Jeanne D'Arc Blvd N, Ottawa, ON",gas station,45.4803399,-75.5370229
Ultramar Ontario,"2749 Laurier Street, Rockland, ON K4K 1A3",regular,45.5414127,-75.3008097
Unicentre,"181 Bank St, Ottawa, ON",regular,45.4187923,-75.6975272
UNITED EXPRESS,"50 Rideau St, Ottawa, ON",regular,45.4250234,-75.6909652
UPLAND HEIGHTS GROCERY,"3360 Paul Anka Dr, Ottawa, ON",regular,45.3497454,-75.6750806
VANIER CONVENIENCE STORE,"101 Lavergne St, Ottawa, ON",regular,45.44312739999999,-75.66524249999999
VERNON VARIETY,"8717 bank st, Ottawa, ON",regular,45.1621223,-75.4624087
WALMART,"500 Earl Grey Drive, Ottawa, ON",other,45.3112546,-75.9127711
Wix Mart,"1 Nicholas St, Ottawa, ON",regular,45.4264814,-75.690012
Zesty FOOD MART,"111 Rideau St, Ottawa, ON",regular,45.4265919,-75.69152059999999
Zesty Market,"280 Elgin St, Ottawa, ON",regular,45.4174483,-75.6902436
