name,address,note,phone,lat,lng
Circle K,"1023 Wellington Street, OTTAWA, Canada","atm, coffee, polar_pop, froster",NA,45.40478419999999,-75.723925
Couche-Tard,"51 BOUL. FOURNIER, GATINEAU, CA","diesel, public_restrooms, atm, roller_grill, sloche, redbull_shop, ca_coffee",NA,45.44634629999999,-75.7130504
Mac's,"395 Montreal Road, OTTAWA, Canada","gas, atm, coffee, polar_pop, froster",NA,45.4390106,-75.6539378
Circle K,"437 St. Laurent Blvd., OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.44736839999999,-75.6498646
Couche-Tard,"480 BOUL. ST-JOSEPH, GATINEAU, CA","car_wash, diesel, public_restrooms, roller_grill, ca_coffee",NA,45.44642109999999,-75.7323619
Circle K,"598 Montreal Road, OTTAWA, Canada","atm, coffee, polar_pop, froster",NA,45.4421259,-75.6429469
Circle K,"1600 Bank ST, OTTAWA, Canada","car_wash, gas, diesel, atm, redbull_shop",NA,45.3781328,-75.66774579999999
Couche-Tard,"265 BOUL. SAINT-RAYMOND, GATINEAU, CA","public_restrooms, atm, roller_grill, sloche, ca_coffee",NA,45.4269423,-75.7612982
Circle K,"256 Richmond Rd., OTTAWA, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.393417,-75.75033499999999
Mac's,"1025 Merivale Rd., OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3789466,-75.73289820000001
Circle K,"2213 Arch St., OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill",NA,45.3895238,-75.6304321
Circle K,"780 Baseline Rd., OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3705807,-75.71720979999999
Circle K,"1420 Walkley Road, OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3734543,-75.65356179999999
Mac's,"888 Meadowlands Dr. E., OTTAWA, Canada","coffee, polar_pop, froster, redbull_shop",NA,45.36712490000001,-75.7025045
Circle K,"1970 Walkley RD, OTTAWA, Canada","EU_ROUTEX_ATLAS, EU_TRUCKDIESEL_NETWORK, car_wash, gas, diesel, atm, redbull_shop",NA,45.3829499,-75.63071219999999
Couche-Tard,"320, BOULEVARD GREBER, GATINEAU, CA","car_wash, diesel, public_restrooms, atm, redbull_shop, ca_coffee",NA,45.4777091,-75.7014885
Couche-Tard,"9 RUE DANIEL-JOHNSON, GATINEAU, CA","public_restrooms, atm, roller_grill, sloche, ca_coffee",NA,45.4625748,-75.7475764
Circle K,"1494 Innes RD, GLOUCESTER, Canada","car_wash, gas, diesel, atm",NA,45.4146989,-75.60450689999999
Couche-Tard,"4 RUE D'ORLÉANS, GATINEAU, CA","public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA,45.4811876,-75.7009465
Couche-Tard,"35 RUE DU BARRY, GATINEAU, CA","public_restrooms, atm, roller_grill, sloche, ca_coffee",NA,45.481067900000014,-75.7052333
Circle K,"2063 Meadowbrook Rd., GLOUCESTER, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.427358,-75.6013072
Circle K,"1859 Carling Ave., OTTAWA, Canada","car_wash, gas, atm, coffee",NA,45.37628489999999,-75.7573774
Couche-Tard,"476 RUE GRAVELINE, GATINEAU, CA","public_restrooms, atm, roller_grill, sloche, redbull_shop, ca_coffee",NA,45.486378,-75.6687119
Couche-Tard,"882 BOUL. SAINT-RENÉ OUEST, GATINEAU, CA","car_wash, diesel, public_restrooms, atm, roller_grill, ca_coffee",NA,45.4892103,-75.6893638
Couche-Tard,"585 BOUL. DES GRIVES, GATINEAU, CA","diesel, public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA,45.4435358,-75.78599609999999
Couche-Tard,"245 RUE DE CANNES, GATINEAU, CA","public_restrooms, roller_grill, sloche, redbull_shop, ca_coffee",NA,45.4894734,-75.72356289999999
Couche-Tard,"410, BOUL. MALONEY EST, GATINEAU, CA","diesel, public_restrooms, atm, ca_coffee",NA,45.4842196,-75.63921839999999
Circle K,"2075 Montreal RD, OTTAWA, Canada","gas, diesel, atm, redbull_shop",NA,45.4480417,-75.59397109999999
Circle K,"2100 Hunt Club RD, OTTAWA, Canada","car_wash, gas, atm",NA,45.3640141,-75.6196172
Couche-Tard,"730 BOUL. DU MONT-ROYAL, GATINEAU, CA","public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA,45.4960625,-75.6962775
Circle K,"1584 Merivale RD, NEPEAN, Canada","car_wash, gas, diesel, atm, coffee, redbull_shop",NA,45.3502812,-75.7336488
Couche-Tard,"725 BOUL. DES HAUTES-PLAINES, GATINEAU, CA","public_restrooms, atm, ca_coffee",NA,45.474538,-75.7719339
Circle K,"3705 Riverside DR, OTTAWA, Canada","car_wash, gas, atm, coffee",NA,45.3426999,-75.6904138
Circle K,"4000 Bridle Path, GLOUCESTER, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,45.3483871,-75.6457041
Circle K,"1827 Baseline Rd., OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3548571,-75.7559696
Couche-Tard,"495 VANIER, GATINEAU, CA","diesel, public_restrooms, atm, roller_grill, sloche, ca_coffee",NA,45.4161897,-75.80709879999999
Couche-Tard,"725 RUE DAVIDSON O, GATINEAU, CA","diesel, public_restrooms, atm, roller_grill, ca_coffee",NA,45.5052661,-75.6764137
Couche-Tard,"630 BOUL. LABROSSE, GATINEAU, CA","public_restrooms, atm, roller_grill, sloche, ca_coffee",NA,45.501143,-75.6421697
Circle K,"2162 Prince Of Wales DR, NEPEAN, Canada","car_wash, gas, diesel, atm, polar_pop, froster, redbull_shop",NA,45.3333553,-75.7018235
Circle K,"2672 Innes Rd., GLOUCESTER, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4320149,-75.56268
Circle K,"1402 Highgate Street, OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3489085,-75.7698565
Couche-Tard,"873 MALONEY EST, GATINEAU, CA","car_wash, diesel, public_restrooms, atm, redbull_shop, ca_coffee",NA,45.4882202,-75.6011971
Couche-Tard,"511 RUE A GIBAULT, GATINEAU, CA","public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA,45.5067038,-75.6360866
Circle K,"1545 Woodroffe Ave., NEPEAN, Canada","car_wash, gas, diesel, atm, coffee, polar_pop, froster",NA,45.3343192,-75.7517676
Couche-Tard,"209, CHEMIN AYLMER, GATINEAU, CA","diesel, public_restrooms, atm, ca_coffee",NA,45.3959535,-75.8322898
Couche-Tard,"209 Chemin d'Aylmer, LAVAL, CA","diesel, public_restrooms, atm, ca_coffee",NA,45.3959535,-75.8322898
Couche-Tard,"348 BOUL. LORRAIN, GATINEAU, CA","public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA,45.5069413,-75.6089149
Circle K,"2545 Baseline RD, OTTAWA, Canada","car_wash, gas, atm",NA,45.3421276,-75.7863083
Couche-Tard,"790 BOUL. WILFRID-LAVIGNE, GATINEAU, CA","public_restrooms, atm, roller_grill, ca_coffee",NA,45.4110993,-75.8386017
Circle K,"1600 Forest Valley Drive, ORLEANS, Canada","gas, atm, coffee, polar_pop, froster, redbull_shop",NA,45.4488546,-75.53598199999999
Circle K,"1980 St. Joseph Blvd., ORLEANS, Canada","car_wash, gas, diesel, atm",NA,45.4635594,-75.54041219999999
Couche-Tard,"1051, Boulevard Lorrain, Gatineau, CA","car_wash, diesel, public_restrooms, atm, sloche, redbull_shop, ca_coffee",NA,45.5258596,-75.62634729999999
Circle K,"299 Greenbank Rd., NEPEAN, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3237882,-75.7773955
Couche-Tard,"1545 BOUL. MALONEY EST, GATINEAU, CA","diesel, public_restrooms, atm, roller_grill, ca_coffee",NA,45.49957939999999,-75.5691542
Mac's,"6469 Jeanne D'Arc Blvd North, OTTAWA, Canada","gas, diesel, atm, coffee",NA,45.4803399,-75.5370229
Circle K,"3869 Innes RD, ORLEANS, Canada","gas, atm",NA,45.4531593,-75.5120415
Circle K,"1856 Robertson RD, OTTAWA, Canada","car_wash, gas, diesel, atm, coffee",NA,45.3271403,-75.8197411
Circle K,"4184 Spratt Road, Unit 1, OTTAWA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.2831629,-75.6855826
Circle K,"418 Moodie Drive, NEPEAN, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3208341,-75.8331709
Circle K,"385 Tompkins Ave., ORLEANS, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4774353,-75.49853019999999
Mac's,"2302 Tenth Line Road, OTTAWA, Canada","car_wash, gas, diesel, atm, coffee, polar_pop, froster, redbull_shop",NA,45.4507803,-75.4830486
Circle K,"3580 Strandherd RD, OTTAWA, Canada","EU_CARWASH_JETWASH, EU_ROUTEX_ATLAS, EU_SHOWER, EU_SIMPLY_GREAT_COFFEE, EU_TRUCKDIESEL_NETWORK, EU_WIFI, EU_CARWASH, EU_GAS, EU_TRAILER_RENTAL, EU_MOBILE_PAYMENTS_CARWASH, EU_MOBILE_PAYMENTS_FUEL, car_wash, gas, atm, redbull_shop",NA,45.27460079999999,-75.73853369999999
Mac's,"1 Tartan Dr., NEPEAN, Canada","atm, coffee, polar_pop, froster",NA,45.269884,-75.75406219999999
Mac's,"1985 Trim Road, OTTAWA, Canada","car_wash, gas, diesel, atm, coffee, polar_pop, froster, redbull_shop",NA,45.4713098,-75.4539885
Mac's,"1031 Teron Rd., KANATA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3305788,-75.9003508
Circle K,"62 Stonehaven, KANATA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.2923085,-75.8578066
Mac's,"13 Kakulu Rd., KANATA, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,45.3095761,-75.8812653
Couche-Tard,"1225 RUE DE NEUVILLE, GATINEAU, CA","public_restrooms, atm, roller_grill, redbull_shop, ca_coffee",NA,45.5310494,-75.4960703
Circle K,"401 Hazeldean RD, KANATA, Canada","car_wash, gas, diesel, atm, redbull_shop",NA,45.3041528,-75.8776654
Circle K,"479 March RD, KANATA, Canada","car_wash, gas, diesel, coffee, polar_pop, froster",NA,45.34231519999999,-75.9171222
Mac's,"100 Castlefrank Rd., KANATA, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.2936647,-75.8816465
Couche-Tard,"101 RUE GEORGES, GATINEAU, CA","public_restrooms, atm, redbull_shop, ca_coffee",NA,45.5540846,-75.4363994
Circle K,"44 Edgewater ST, KANATA, Canada","car_wash, gas, coffee, redbull_shop",NA,45.29750929999999,-75.9009396
Mac's,"5511 Main Street, MANOTICK, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,45.2271049,-75.6861776
Circle K,"501 Terry Fox DR, KANATA, Canada","car_wash, gas, diesel, atm, redbull_shop",NA,45.3100283,-75.91804499999999
Mac's,"1 Hobin St., STITTSVILLE, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.2647162,-75.9292944
Circle K,"6138 Perth Street, RICHMOND, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.1938724,-75.8389807
Couche-Tard,"175 Avenue Lépine, Buckingham, CA","car_wash, diesel, public_restrooms, roller_grill, redbull_shop, ca_coffee",NA,45.5758929,-75.40033500000001
Circle K,"9061 County Road 17, ROCKLAND, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.5454896,-75.3017648
Circle K,"715 Limoges Road, LIMOGES, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.3184163,-75.2443258
Circle K,"5525 Appleton Side Road, ALMONTE, Canada","car_wash, gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.2367095,-76.1792507
Mac's,"421 Rideau Street, KEMPTVILLE, Canada","gas, atm, coffee, polar_pop, froster, redbull_shop",NA,45.0196507,-75.65088469999999
Circle K,"86 Bridge St., ALMONTE, Canada","atm, coffee, polar_pop, froster",NA,45.2243153,-76.1950639
Circle K,"542 St. Lawrence St., WINCHESTER, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,45.0905082,-75.3523885
Circle K,"324 COLEMAN ST, OTTAWA, US","gas, diesel, public_restrooms, atm, coffee, polar_pop, froster, roller_grill",NA,45.1395484,-76.1276438
Circle K,"10483 HWY 7, CALETON PLACE, Canada","gas, diesel, atm, redbull_shop",NA,45.13240769999999,-76.12115949999999
Mac's,"355 Franktown Rd., CARLETON PLACE, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,45.1309426,-76.1287832
Mac's,"163 Town Line W., CARLETON PLACE, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,45.1405071,-76.15578459999999
Circle K,"80 Madawaska Street, ARNPRIOR, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4347485,-76.35551459999999
Circle K,"395 Daniel St, South, ARNPRIOR, Canada","gas, diesel, atm, coffee, redbull_shop",NA,45.423815,-76.3692219
Circle K,"45 Main Street, SMITH FALLS, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,44.8994917,-76.0175383
Circle K,"201 Brockville Street, SMITH FALLS, Canada","gas, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,44.8886923,-76.0197762
Mac's,"1 Plaza Drive, IROQUOIS, Canada","atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,44.8496394,-75.3165388
Circle K,"2375 VINCENT MASSEY DR., CORNWALL, US","gas, diesel, atm",NA,45.0326499,-74.7892303
Mac's,"14805 County Road 2, INGLESIDE, Canada","gas, atm, coffee, polar_pop, froster, redbull_shop",NA,44.99416249999999,-74.9915652
Circle K,"139 Gore Street East, PERTH, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,44.897192,-76.2457625
Mac's,"32 Wilson Street, PERTH, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,44.9012895,-76.2538338
Mac's,"100 Dufferin Street, PERTH, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,44.9064511,-76.2689608
Mac's,"629 Hwy 2, CARDINAL, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,44.7882137,-75.3830351
Mac's,"7 Moulinette Rd., LONG SAULT, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,45.0282336,-74.8969554
Circle K,"367 Raglan St. S., RENFREW, Canada","gas, diesel, atm, coffee, polar_pop, froster, roller_grill, redbull_shop",NA,45.4697778,-76.680566
Mac's,"8 Raglan Street South, RENFREW, Canada","gas, atm, coffee, polar_pop, froster",NA,45.4729179,-76.6855897
Mac's,"909 Edward Street, PRESCOTT, Canada","gas, diesel, atm, coffee, redbull_shop",NA,44.7167482,-75.5206409
Mac's,"297 King St. W., PRESCOTT, Canada","atm, coffee, polar_pop, froster, redbull_shop",NA,44.7083263,-75.51563329999999
Barrhaven Petro-Canada,"3766 Fallowfield Rd, Nepean, ON K2J 1A1",Gas Stations,NA,45.2874346,-75.7571842
Andy’s Variety Store,"178 Meadowlands Dr W, Nepean, ON K2G 2S6",Convenience Stores,NA,45.3422601,-75.7555122
Uplands Minimart,"20 Curtis Private, Gloucester, ON K1V 7M1",Convenience Stores,NA,45.33585679999999,-75.6677476
Petro-Canada,"1431 Woodroffe Ave, Nepean, ON K2G 1V9",Gas Stations,NA,45.34262289999999,-75.7564534
Ultramar,"1 Rideau Crest, Nepean, ON K2G 6A4","Convenience Stores, Gas Stations",NA,45.28487459999999,-75.7229169
Petro-Canada,"690 Hunt Club Road, Ottawa, ON K1V 1C3",Gas Stations,NA,45.3429899,-75.669964
Discount Tobacco &amp; Grocery Shop,"5646 Manotick Main Street, Manotick, ON K4M 1B3",Convenience Stores,NA,45.2201635,-75.6768404
Esso Imperial Oil,"1660 Merivale Rd, Nepean, ON K2G 3K4",Convenience Stores,NA,45.3434663,-75.729508
Ultramar,"800 Stonehaven Drive, Ottawa, ON K2M 2Z2","Convenience Stores, Gas Stations",NA,45.2811972,-75.838223
Keyur Tuck Shop,"33 Banner Rd, Nepean, ON K2H 8V7",Convenience Stores,NA,45.3328836,-75.7864359
Apos Convenience,"2143 Carp Road RR 3, Carp, ON K0A 1L0",Convenience Stores,NA,45.2732931,-75.95351099999999
Dépanneur Rapido,"43 Front Street, Gatineau, QC J9H 4X4","Convenience Stores, Beer, Wine &amp; Spirits",NA,45.3980453,-75.8552646
Esso On the Run,"501 Terry Fox Dr, Kanata, ON K2T 1E8",Gas Stations,NA,45.3100283,-75.91804499999999
Hasty Market,"2361 Carling Avenue, Ottawa, ON K2B 8E5",Convenience Stores,NA,45.367192,-75.7790651
Ottawa South Groceteria,"435 Sunnyside Avenue, Ottawa, ON K1S 0S6",Grocery,NA,45.3916631,-75.68991749999999
Food Frenz,"2910 Carling Avenue, Ottawa, ON K2B 7J7",Convenience Stores,NA,45.35667189999999,-75.8006858
Nicholls,"3798 Dunrobin Road RR 3, Woodlawn, ON K0A 3M0",Convenience Stores,NA,45.4625561,-76.07468759999999
Byward Market News,"55 ByWard Market Sq, Ottawa, ON K1N 9C3",Grocery,NA,45.427449,-75.69236459999999
Quickie,"435 Albert Street, Ottawa, ON K1R 6G7",Convenience Stores,NA,45.4173543,-75.7067817
Depanneur Deschenes,"27 Blvd De Lucerne, Gatineau, QC J9H 1M2",Convenience Stores,NA,45.3865676,-75.80467039999999
Min-A-Mart,"158 McArthur Ave, Ottawa, ON K1L 8C9",Convenience Stores,NA,45.4306706,-75.6632267
Marché Gravelle,"29 Rue Dalhousie, Gatineau, QC J9H 4V1","Convenience Stores, Beer, Wine &amp; Spirits",NA,45.397519,-75.8501935
Zoba Convenience Store,"81 Bank St, Ottawa, ON K1P 5N2",Convenience Stores,NA,45.4208228,-75.70081119999999
Farm Boy,"1250 Stittsville Main street, Ottawa, ON K2S 1S9",Grocery,NA,45.2683251,-75.9311153
Dépanneur Taché,"390 Boulevard Alexandre-Taché, Gatineau, QC J9A 1M6","Convenience Stores, Gas Stations",NA,45.4220483,-75.7459568
Roma Confectionery,"258 Rochester St, Ottawa, ON K1R 7N1",Convenience Stores,NA,45.406023,-75.7104354
Charlies Groceteria,"220 Carruthers Avenue, Ottawa, ON K1Y 1N9","Grocery, Delis, Laundromat",NA,45.4043024,-75.7281375
Convenience Store Remac,"487 Cumberland Street, Ottawa, ON K1N 7K1",Convenience Stores,NA,45.4262919,-75.6859216
Petro Canada,"676 Somerset Street W, Ottawa, ON K1R 6P3","Gas Stations, Convenience Stores",NA,45.4112569,-75.7059129
Marcello’s,"407 Laurier Avenue W, Ottawa, ON K1R 7Y7","Buffets, Delis",NA,45.4176063,-75.7020495
Sherwood Supermarket,"111 Sherwood Drive, Ottawa, ON K1Y 3V1","Grocery, Delis",NA,45.3961984,-75.71333419999999
Di Rienzo’s,"111 Beech Street, Ottawa, ON K1S 4P1","Sandwiches, Grocery, Delis",NA,45.4000201,-75.7120537
M &amp; A Convenience Store,"178 Rideau Street, Ottawa, ON K1N 5X6",Convenience Stores,NA,45.427146,-75.68915199999999
Fas Gas &amp; Crystal Wash,"1111 Ogilvie Road, Ottawa, ON K1J 7P7",Gas Stations,NA,45.426329,-75.6323658
Mimi’s Food Market Express,"549 Gladstone Ave, Ottawa, ON K1R 6E5",Convenience Stores,NA,45.40991349999999,-75.6994313
Corner Store,"395 Montreal Road, Ottawa, ON K1L 6A8",Convenience Stores,NA,45.4390106,-75.6539378
Gateway Newstand,"50 Rideau St, Ottawa, ON K1N 9J1",Convenience Stores,NA,45.42527949999999,-75.69298189999999
Vanier Convenience Food Mart,"101 Rue Lavergne, Vanier, ON K1L 5E6",Convenience Stores,NA,45.44312739999999,-75.66524249999999
Depanne Plus Depann,"2 Rue Victoria, Gatineau, QC J8X 1Z7",Convenience Stores,NA,45.428818,-75.71582339999999
Domestic Foods,"595 Gladstone Ave, Ottawa, ON K1R 5P2","Grocery, Convenience Stores",NA,45.4092318,-75.7010511
Zesty Market,"280 Elgin St, Ottawa, ON K2P 1M2",Convenience Stores,NA,45.4174483,-75.6902436
Mike’s Corner Store,"44 Elm St, Ottawa, ON K1R 6N1",Convenience Stores,NA,45.4103193,-75.71259979999999
York Convenience Store,"180 York St, Ottawa, ON K1N 1J6",Convenience Stores,NA,45.4296856,-75.6885901
O’connor Convenience,"110 O'connor Street, Ottawa, ON K1P 5M9",Convenience Stores,NA,45.41979509999999,-75.69773459999999
Ceci Cela Convenient Store,"50 O'connor St, Ottawa, ON K1P 6L2",Convenience Stores,NA,45.4208307,-75.6989356
Ultramar,"13659 Highway 7, Carleton Place, ON","Gas Stations, Convenience Stores",NA,45.06012810000001,-76.2486928
Hasty Market,"1224 Wellington St W, Ottawa, ON K1Y 3A1","Convenience Stores, Grocery",NA,45.3997284,-75.7312123
Parkway Cafe,"66 Slater Street, Ottawa, ON K1P 5H1",Convenience Stores,NA,45.4213601,-75.6942895
Depanneur Chenier &amp; Freres,"221 Rue De Notre-Dame-De-L'ile, Gatineau, QC J8X 3T7",Convenience Stores,NA,45.4336637,-75.7108023
Maple Leaf Dairy,"249 Bridge Street, Carleton Place, ON K7C 3H3",Convenience Stores,NA,45.1421263,-76.1484897
Convenience Store Best Service,"2249 Carling Ave, Ottawa, ON K2B 7E9",Convenience Stores,NA,45.3692691,-75.7744008
North Bestone,"190 Lees Avenue, Golden Triangle, ON K1S 5S9",Convenience Stores,NA,45.4151826,-75.6697825
Darvesh Gas Grocery LCBO &amp; Beer Store,"3084 Kinburn Side Road, Kinburn, ON K0A 2H0","Gas Stations, Beer, Wine &amp; Spirits, Convenience Stores",NA,45.391489,-76.1885617
Lyndale Corner Food Mart,"60 Lyndale Avenue, Ottawa, ON K1Y 2M8",Convenience Stores,NA,45.4071673,-75.7308767
Desh Grocery,"103 Mann Ave, Ottawa, ON K1N 5Y8",Convenience Stores,NA,45.4211628,-75.67241419999999
Quickie Convenience,"2 Goldridge Drive, Ottawa, ON K2T 1C7",Convenience Stores,NA,45.316109,-75.9206246
Slater Street Market,"427 Laurier West, Ottawa, ON K1R 1B9",Convenience Stores,NA,45.4172318,-75.70258059999999
Rema Convenience Store,"1263 Wellington St W, Ottawa, ON K1Y 3A6",Convenience Stores,NA,45.39949499999999,-75.7335015
One Stop Convenience,"850 Merivale Rd, Ottawa, ON K1Z 5Z4",Convenience Stores,NA,45.38524169999999,-75.73267799999999
Petro Canada,"1856 Carling Avenue, Ottawa, ON K2A 1E3",Gas Stations,NA,45.3757622,-75.75716589999999
Variety Convenience Store,"277 Granville St, Vanier, ON K1L 6Z3",Convenience Stores,NA,45.4382601,-75.656007
Esso,"234 Christian Street, Almonte, ON K0A 1A0","Gas Stations, Convenience Stores",NA,45.2206138,-76.20469299999999
International News,"2121 Avenue Carling, Ottawa, ON K2A 1H2",Newspapers &amp; Magazines,NA,45.3731497,-75.76867940000001
Cummings Convenience Store,"969 Cummings Ave, Gloucester, ON K1J 7R9",Convenience Stores,NA,45.4320779,-75.6344962
Ultramar,"3469 Innes Rd, Orleans, ON K1C 1T1",Convenience Stores,NA,45.447056,-75.5269859
Shiv Sky Store,"1833 Riverside Dr, Ottawa, ON K1G 0E8",Convenience Stores,NA,45.4017636,-75.6668854
Auberge De La Marguerite,"141 Ch De La Montagne, Chelsea, QC J9B 1A3",Convenience Stores,NA,45.4900431,-75.88302399999999
A2Z Food Centre,"489 Rideau St, Ottawa, ON K1N 5Z5",Convenience Stores,NA,45.4317166,-75.67921609999999
Super Convenience Mart,"1-25 Tapiola Crescent, Ottawa, ON K1T 2J7",Convenience Stores,NA,45.364169,-75.64686619999999
Sammy’s Corner Confectionary,"1076 St Laurent Blvd, Ottawa, ON K1K 3B4",Convenience Stores,NA,45.4263396,-75.6388927
Royal Varity,"260 Bank Street, Ottawa, ON K2P 1X4",Convenience Stores,NA,45.4160833,-75.6971684
Chez Ti-Coune,"74 Rue Eddy, Gatineau, QC J8X 2W2","Beer, Wine &amp; Spirits, Convenience Stores",NA,45.4272761,-75.71977749999999
Ultramar,"660 Eagleson Road, Ottawa, ON K2M 1H4","Gas Stations, Convenience Stores",NA,45.2879529,-75.86862409999999
Depanneur Varietes La Source,"723 Ch Riverside RR 2, Wakefield, QC J0X 3G0","Convenience Stores, Pizza",NA,45.6337967,-75.9285854
