note,address,address2,phone,Y,X,name,update_date,size
Mark's NOFRILLS Arnprior (Colleague Testing),39 Winner's Circle Dr Rr 3,"Arnprior, Ontario, K7S 3G9",NA,45.421563,-76.369423,NO FRILLS,2021-05-01,large
Joe & Lily's No Frills,1226 Place D'Orleans Dr,"Ottawa, Ontario, K1C 7K3",18442958219,45.476991,-75.520017,NO FRILLS,2021-05-01,large
Ottawa Store,"224 Hunt Club Road  Ottawa, ON. K1V 1C1",NA,613-731-8113,45.3339133,-75.6905898,T&T,2021-05-01,large
Lansdowne Park,951 Bank St,"Ottawa, ON K1S 3W7",(613) 565-7150,45.39930330800007,-75.68596079499997,Whole Foods Market,2021-05-14,large
NA,"3033 Woodroffe Avenue
","Ottawa, ON
K2G 6H2",613-823-8835,45.288468255000055,-75.72440586499994,Farm Boy,2021-05-14,large
NA,"2950 Bank Street
","Ottawa ON
K1T 1N8",613-260-7330,45.346069697000075,-75.62625940799995,Farm Boy,2021-05-14,large
NA,"1500 Bank St.
","Ottawa, ON
K1H 7Z1",613-739-7199,45.380945868000026,-75.67010168099995,Farm Boy,2021-05-14,large
NA,"1495 Richmond Road
","Ottawa, ON
K2B 6R9",613-688-2882,45.36296767600004,-75.79098620099995,Farm Boy,2021-05-14,large
NA,"585 Montreal Road
","Ottawa, ON
K1K 4K3",613-744-3463,45.44270963800005,-75.64447540799995,Farm Boy,2021-05-14,large
NA,"457 Hazeldean Road
","Ottawa, ON
K2L 1V1",613-836-8085,45.30008008500005,-75.88621156099998,Farm Boy,2021-05-14,large
NA,"499 Terry Fox Drive
","Ottawa, ON
K2T 1H7",613-271-8727,45.31007508700003,-75.92214241199997,Farm Boy,2021-05-14,large
NA,"193 Metcalfe Street
","Ottawa, ON
K2P 0S5",613-598-0257,45.41888821500004,-75.69320164899995,Farm Boy,2021-05-14,large
NA,"1642 Merivale Road
","Ottawa, ON
K2G 4A1",613-228-7417,45.34529598700004,-75.73150069299999,Farm Boy,2021-05-14,large
NA,"3035 St. Joseph Boulevard
","Ottawa, ON
K1E 1E1",613-590-1830,45.47773410100007,-75.51327685599995,Farm Boy,2021-05-14,large
NA,"2030 Tenth Line Road
","Ottawa, ON
K4A 4X4",613-841-4221,45.45973535600007,-75.48826728399996,Farm Boy,2021-05-14,large
NA,"50 Rideau Street
","Ottawa, ON
K1N 9J7",613-244-1033,45.42571081400007,-75.69199548799998,Farm Boy,2021-05-14,large
NA,"1250 Stittsville Main St.
","Ottawa, ON
K2S 1S9",613-836-4594,45.268400919000044,-75.93116173999994,Farm Boy,2021-05-14,large
NA,"830 Belfast Rd
","Ottawa Train Yards
830 Belfast Rd
Ottawa, ON
K1G 0Z4",613-288-0616,45.41367831600007,-75.64620646699996,Farm Boy,2021-05-14,large
NA,"317 McRae Avenue
","Ottawa, ON
K1Z 8P4",613-722-7300,45.396026437000046,-75.74964055099997,Farm Boy,2021-05-14,large
"Delis, Sandwiches, Grocery",114 Preston St,,(613) 233-1972,45.40855589600005,-75.71470521899994,Luciano Foods,2021-07-06,small
"Kitchen Supplies, Grocery",244 Elgin Street,,(613) 565-1212,45.418221638000034,-75.69096712099997,Pot & Pantry,2021-07-06,small
International Grocery,1731 St Laurent Boulevard,,(613) 618-7239,45.406123953000076,-75.62555153199997,Bienvenidos,2021-07-06,small
Grocery,22 Pretoria Avenue,,(613) 567-9988,45.41026500400005,-75.68504557899996,Seoul Mart,2021-07-06,small
International Grocery,1055 St Laurent Boulevard,,(613) 778-8883,45.42782690700005,-75.63775619299997,Adonis,2021-07-06,small
"Cafes, Grocery",352 Preston St,,(855) 285-3787,45.40196739900006,-75.71059664999996,LeSuq | Preston,2021-07-06,small
Grocery,332 Richmond Rd,,(613) 627-8820,45.39207142600003,-75.75341444299994,Noor Food Market,2021-07-06,small
Grocery,484 Hazeldean Road,,(613) 836-2831,45.29625875600004,-75.89000576499996,Best Price Oriental Market,2021-07-06,small
"Grocery, Fruits & Veggies",1855 Av Carling,,(613) 722-6106,45.37693302000008,-75.75660853299996,Produce Depot,2021-07-06,small
Grocery,725 Somerset Street W,,(613) 563-1207,45.41067032500007,-75.70851196599995,Shiraz Market,2021-07-06,small
Grocery,399b Dalhousie Street,,(343) 988-1177,45.43473362300006,-75.69611409099997,Grocery G3,2021-07-06,small
"Specialty Food, Grocery",1137 Ogilvie Road,,(613) 744-2880,45.42676189600007,-75.63140357399999,Win Tai Market,2021-07-06,small
"Grocery, Imported Food",712 Somerset Street W,,(613) 233-1108,45.410265157000026,-75.70764022299994,Kowloon Market,2021-07-06,small
Grocery,435 Sunnyside Avenue,,(613) 730-8667,45.39175546200005,-75.68991012199996,Ottawa South Groceteria,2021-07-06,small
Grocery,29 Selkirk Street,,(613) 748-1038,45.432274860000064,-75.66852792699996,Green Fresh Supermarket,2021-07-06,small
Grocery,1101 Wellington Street W,,(613) 321-6113,45.40295530100008,-75.72592307699995,Al Jazeerah Food and Meat Market,2021-07-06,small
"Sandwiches, Grocery, Delis",111 Beech Street,,(613) 729-4037,45.40005426000005,-75.71209606099995,Di Rienzo’s,2021-07-06,small
"Halal, International Grocery",700 March Road,,(613) 591-7000,45.349611425000035,-75.92517578599995,Shirin Market,2021-07-06,small
International Grocery,1620 Walkley Road,,(613) 680-4282,45.377324283000064,-75.64515965799995,Geeland International Grocery,2021-07-06,small
"Butcher, Cheese Shops, Grocery",1059 Wellington Street,,(613) 722-2777,45.404012917000045,-75.72464819399994,Marché Hintonburg Market,2021-07-06,small
"Grocery, Caribbean, Vietnamese",3023 Cedarview Road,,(613) 440-0273,45.266091051000046,-75.77170123899998,Banaue Sari Sari Store,2021-07-06,small
"Meat Shops, Grocery, Barbeque",2026 Lanthier Dr,,(613) 824-3737,45.457633214000055,-75.49296427799999,Nehles Meat Shop Grocery & BBQ,2021-07-06,small
"Grocery, Delis",111 Sherwood Drive,,(613) 729-6011,45.39616896600006,-75.71321040499998,Sherwood Supermarket,2021-07-06,small
Grocery,1838 Bank Street,,(613) 731-7878,45.37081718300004,-75.66461282499995,Savannah Afro Caribbean Products,2021-07-06,small
International Grocery,1400 Clyde Avenue,,(613) 226-1002,45.35843905200005,-75.73875757499997,Dutch Groceries and Giftware,2021-07-06,small
Grocery,848 Merivale Rd,,NA,45.38528715600006,-75.73269075799999,La Tiendita,2021-07-06,small
International Grocery,1743 Carling Avenue,,(613) 722-8461,45.378244788000075,-75.75284945499999,Divisoria Market,2021-07-06,small
"Imported Food, Delis, International Grocery",1004 Manotick Station Road,,(613) 822-1659,45.25575936800004,-75.62477276499999,Bakker’s General Store,2021-07-06,small
"Grocery, Korean",512 Bank St,,(613) 230-8488,45.40971784700008,-75.69252116299998,Arum Restaurant and Market,2021-07-06,small
Grocery,320 McArthur Avenue,,NA,45.43071900700005,-75.65393297399999,Fresh Co,2021-07-06,small
Grocery,1010 Belfast Road,,(613) 244-2525,45.41059424200006,-75.63088990199998,Mid-East Food Centre,2021-07-06,small
Grocery,3201 Greenbank Rd,,(613) 825-0812,45.26808265200003,-75.74332563499996,Loblaws Supermarkets Limited,2021-07-06,small
Kitchen & Bath,1558 Merivale Road,,(613) 225-8888,45.35291494100005,-75.73544697799997,Kitchen Hut Houseware,2021-07-06,small
"Butcher, Grocery",400 Winston Avenue,,(613) 371-6124,45.39128067000007,-75.75653162599997,The Piggy Market,2021-07-06,small
Fruits & Veggies,1430 Prince of Wales Drive,,(613) 225-1240,45.36861396900008,-75.70280091499995,Farmer’s Pick,2021-07-06,small
"Delis, Sandwiches, Specialty Food",64 George St,,(613) 789-7575,45.42681870500007,-75.69180420299995,La Bottega Nicastro Fine Food Shop,2021-07-06,small
Health Food Store,55 Beechwood Ave,,(613) 842-0280,45.440277070000036,-75.67573216899996,Nature’s Buzz Organic Food Market,2021-07-06,small
Grocery,775 Somerset St W,,(613) 230-9934,45.41019456200007,-75.70966555499996,Manphong Supermarket,2021-07-06,small
"Delis, Grocery",2280 Carling Avenue,,(613) 828-4163,45.36799189800007,-75.77436702099999,Stolichni Deli,2021-07-06,small
International Grocery,2211 Saint Joseph Boulevard,,(613) 830-8377,45.46776157800008,-75.53328517599994,L & F Montego Place,2021-07-06,small
Grocery,3050 Woodroffe Ave,,(613) 823-8225,45.28452069600007,-75.72419332699997,Nasa Food Centre,2021-07-06,small
"Grocery, Imported Food",1127 Baxter Rd,,(613) 596-4666,45.35085391400003,-75.78212353799995,Lakomka Delicatessen,2021-07-06,small
"Delis, Meat Shops, Polish",57 York Street,,(613) 241-7025,45.42856222100005,-75.69308099599994,Continental Delicatessen,2021-07-06,small
"Caterers, Cheese Shops",40 ByWard Market Sq,,(613) 241-5411,45.42763294400004,-75.69304089199994,International Cheese & Deli,2021-07-06,small
"Vitamins & Supplements, Health Food Store, Grocery",590 Industrial Avenue,,(613) 730-2020,45.41045151000003,-75.64169854899995,Healthy Planet Trainyards,2021-07-06,small
Grocery,1255 Bank St,,(613) 288-2797,45.39105197100008,-75.67988303899995,Cedars & Co,2021-07-06,small
"Health Food Store, Herbs & Spices, Cosmetics & Beauty Supply",375 Bank Street,,(613) 232-4087,45.41391571400004,-75.69478482799997,Herb & Spice Shop,2021-07-06,small
"Grocery, Convenience Stores",595 Gladstone Ave,,(613) 230-5427,45.40921331800007,-75.70100789999998,Domestic Foods,2021-07-06,small
Grocery,794 Somerset St W,,(613) 594-4673,45.409508748000064,-75.71019690599996,Lim Bangkok Grocery,2021-07-06,small
"Grocery, Delis, Laundromat",220 Carruthers Avenue,,(613) 722-3535,45.404223770000044,-75.72824175499994,Charlies Groceteria,2021-07-06,small
Grocery,344 Bell Street,,NA,45.40197094300004,-75.70336211199998,Abbas Grocery,2021-07-06,small
"Delis, Sandwiches",935 Carling Avenue,,(613) 761-7450,45.39555511000003,-75.71340395499993,Baltyk Delicatessen,2021-07-06,small
Grocery,381 McArthur Ave,,(613) 749-1247,45.43232361200006,-75.65049524599993,Mario’s Food Centre,2021-07-06,small
"Bakeries, Grocery",269 Rue Laramee,,(819) 778-3532,45.241404654000064,-75.72645320099997,Beirut Boulangerie Et Traiteur,2021-07-06,small
"Delis, Sandwiches, Specialty Food",304 Preston St,,(613) 238-2018,45.40305228200003,-75.71217116699995,Casa Nicastro Delicatessen,2021-07-06,small
Grocery,386 Bank St,,(613) 567-2963,45.41345130600007,-75.69508178799998,New Thana Market,2021-07-06,small
Grocery,60 Colchester Square,,(613) 435-5355,45.32099027100003,-75.88973712299997,Kanata Kash N Karry,2021-07-06,small
Delis,1568 Merivale Road,,(613) 228-0394,45.351680799000064,-75.73470785099994,European Delicatessen,2021-07-06,small
"Bakeries, Butcher, International Grocery",3033 Carling Avenue,,(613) 726-1792,45.35495417300007,-75.80635164099994,Damas Supermarket,2021-07-06,small
Grocery,2200 Montreal Rd,,(613) 741-9101,45.44968270000004,-75.58707829399998,Kool Runnings Caribbean Groceries & Restaurant,2021-07-06,small
Grocery,62 Wylie Ave,,(613) 721-0318,45.354752234000046,-75.80687010099996,Vaishali’s Super Store,2021-07-06,small
"Butcher, Meat Shops",127 Beechwood Avenue,,(613) 745-2244,45.44203349400004,-75.67224815699996,Muckleston & Brockwell,2021-07-06,small
Grocery,1618 Merivale Road,,(613) 695-3631,45.347391135000066,-75.73245471799999,Silk Road Foods,2021-07-06,small
International Grocery,2900 Woodroffe Avenue,,(613) 825-6276,45.29239053300006,-75.72870210499997,Barrhaven Market,2021-07-06,small
Farmers' Market,1000 Exhibition Way,,(613) 239-4955,45.39986429100003,-75.68329119399993,Ottawa Farmers’ Market,2021-07-06,small
Grocery,1255 Bank St,,(613) 288-2797,45.39105197100008,-75.67988303899995,Cedars & Co,2021-07-06,small
"Meat Shops, Lebanese",25 Tapiola Crescent,,(613) 523-1800,45.363935414000025,-75.64682264999993,Al-Oumara Meat Shop & Grill,2021-07-06,small
"Butcher, Meat Shops, Imported Food",1437 Michael Street,,(613) 749-3336,45.41588759700005,-75.62819068699997,Adams Sausages,2021-07-06,small
Grocery,1130 Wellington Street West,,(613) 792-1995,45.401854738000054,-75.72655412799998,Nu Grocery Store,2021-07-06,small
Fruits & Veggies,5310 Canotek Road,,(613) 695-3436,45.45196812900008,-75.58743590099994,Fruits Express,2021-07-06,small
Grocery,345 Av Richelieu,,(613) 745-2274,45.435501060000036,-75.65497708299995,Colonia Grocery La,2021-07-06,small
Grocery,197 Trainyards Drive,,(613) 241-9054,45.411785664000035,-75.63916622899995,M&M Food Market,2021-07-06,small
Grocery,55 ByWard Market Sq,,(613) 562-3325,45.427628895000055,-75.69242588199995,Byward Market News,2021-07-06,small
"Organic Stores, Food Delivery Services",1169 Parisien Street,,(613) 695-7200,45.420296689000054,-75.62789980999997,Eating Well Ottawa,2021-07-06,small
"Pet Stores, Health Food Store",304 Wilbrod Street,,(613) 321-5915,45.42742443800006,-75.68044094799995,Sandy Hill Pet and People Food Co-op,2021-07-06,small
Grocery,207 Guigues Ave,,(613) 789-3210,45.432762335000064,-75.69117963099995,Kaz’s Kitchen & Grocery,2021-07-06,small
"International Grocery, Mexican, Food Trucks",1017B Carp Road,,(613) 413-2295,45.31381938900006,-75.99754027099993,San Jose Mexican Foods,2021-07-06,small
"Delis, Bagels",1321 Wellington St W,,(613) 722-8753,45.398947932000056,-75.73678610999997,Ottawa Bagelshop & Deli,2021-07-06,small
Grocery,1405 Blair Towers Place,,(613) 691-7607,45.43506555500005,-75.60338392699998,Costco,2021-07-06,small
"Organic Stores, Food Delivery Services",858 Campbell Avenue,,(613) 234-1515,45.37640848800004,-75.75005171199996,Ottawa Organics and Natural Foods,2021-07-06,small
"Seafood, Seafood Markets",1500 Bank Street,,(613) 526-5229,45.380945868000026,-75.67010168099995,Pelican Seafood Market & Grill,2021-07-06,small
"Grocery, Pharmacy",671 River Road,,(613) 822-4749,45.269989579000026,-75.69875730299998,Moncion’s Your Independant Grocer,2021-07-06,small
"Cosmetics & Beauty Supply, Wigs, International Grocery",1315 Richmond Rd,,(613) 680-0082,45.368095915000026,-75.78576473299995,Afro Diva,2021-07-06,small
Health Food Store,1487 Richmond Rd,,(613) 726-9200,45.36296767600004,-75.79098620099995,Natural Food Pantry,2021-07-06,small
Convenience Stores,549 Gladstone Ave,,(613) 216-7355,45.409935132000044,-75.69936639199994,Mimi’s Food Market Express,2021-07-06,small
Grocery,22 Rue Des Flandres,,(819) 568-5545,45.27011293900006,-75.77191947799997,Provigo,2021-07-06,small
"Delis, Italian",1387 Carling Avenue,,(613) 798-9367,45.38605223400003,-75.74102906899998,Misto Fine Food Emporium,2021-07-06,small
Health Food Store,4325 Strandherd Drive,,(613) 755-2295,45.270522355000026,-75.78386061199996,Natural Food Pantry,2021-07-06,small
Grocery,835 Somerset Street W,,(613) 232-6100,45.409225528000036,-75.71182312199994,Wah Shing Grocery Store,2021-07-06,small
"Fruits & Veggies, Farmers' Market",36 ByWard Market Sq,,(613) 241-6542,45.42763294400004,-75.69304089199994,ByWard Fruit Market,2021-07-06,small
"Grocery, Health Food Store",2950 Bank Street,,(613) 224-1414,45.346069697000075,-75.62625940799995,Kardish Health Food Centre,2021-07-06,small
"Vitamins & Supplements, Grocery, Health Food Store",400 Earl Grey Dr,,(613) 366-5117,45.311620496000046,-75.91534720399994,Healthy Planet Kanata,2021-07-06,small
Convenience Stores,427 Laurier West,,NA,45.41760390400003,-75.70255694999997,Slater Street Market,2021-07-06,small
"Health Food Store, Grocery",1831 Robertson Road,,(613) 224-1414,45.32880748100007,-75.81927725999998,Kardish Health Food Centre,2021-07-06,small
"Italian, Pizza, Delis",216 Elgin Street,,(613) 565-5155,45.41885653300005,-75.69157581499996,Johnny Farina Restaurant,2021-07-06,small
Grocery,71 Rue Laval,,(819) 771-7307,45.43822687000005,-75.67540497899995,Le Quick Pick,2021-07-06,small
Grocery,910 Boulevard Maloney E,,(819) 643-2353,45.34894636300004,-75.78272778799999,Metro Plus,2021-07-06,small
Grocery,300 Saint-Joseph Blvd,,(819) 777-6551,45.35294434600007,-75.35530437799997,Maxi,2021-07-06,small
Convenience Stores,1082 Wellington St W,,(613) 728-2566,45.40307205000005,-75.72504218099994,Melrose Grocery Store,2021-07-06,small
Convenience Stores,190 Lees Avenue,,NA,45.41510730500005,-75.66995174099998,North Bestone,2021-07-06,small
Grocery,2210 Bank St,,(613) 247-8618,45.35520583200008,-75.65448136199996,Bulk Barn,2021-07-06,small
Grocery,71 Preston St,,(613) 238-2448,45.409646905000045,-75.71469537099995,Preston Food Market,2021-07-06,small
"Delis, Diners",355 Dalhousie Street,,(613) 562-4966,45.428156924000064,-75.69021502099997,Dunn’s Famous Deli,2021-07-06,small
Grocery,888 Meadowlands Dr,,(613) 228-1026,45.36729044900005,-75.70204730199998,Village Food,2021-07-06,small
Grocery,990 River Rd,,(613) 692-6202,45.233980520000046,-75.67730623599994,M&M Food Market,2021-07-06,small
Grocery,41 Third Ave,,(613) 232-5540,45.404659052000056,-75.68480600499998,O’connor Grocery,2021-07-06,small
Convenience Stores,168 King Edward Ave,,(613) 562-1532,45.43382462900007,-75.69050488799996,Blue Nile Grocery Store,2021-07-06,small
Grocery,77 Beechwood Ave,,(613) 749-9935,45.44077818200003,-75.67479028499997,Europa Food Centre,2021-07-06,small
"Caterers, Specialty Food, Desserts",1845 Carling Avenue,,(613) 702-4424,45.37693302000008,-75.75660853299996,Thyme & Again,2021-07-06,small
"Delis, Sandwiches, Italian",1355 Wellington Street W,,(613) 729-9100,45.39859780300003,-75.73880043399998,Il Negozio Nicastro,2021-07-06,small
"International Grocery, Meat Shops",2833 Dumaurier Avenue,,(613) 274-7040,45.350883200000055,-75.79369200499997,Ottawa Halal Market,2021-07-06,small
Grocery,1137 Ogilvie Rd,,(613) 744-2880,45.42676189600007,-75.63140357399999,Ogilvie Grocery Store,2021-07-06,small
Grocery,3161 Greenbank Rd,,(613) 823-6623,45.26997490100007,-75.74531007199994,Bulk Barn,2021-07-06,small
Grocery,1565 Alta Vista Drive,,(613) 733-5773,45.40848811400008,-75.65748116599997,Hasty Market,2021-07-06,small
"Bakeries, Sandwiches, Delis",283 Greenbank Road,,(613) 421-6661,45.32429705000004,-75.77770071099997,Franks,2021-07-06,small
"Pizza, Convenience Stores",3689 Navan Rd,,(613) 837-3000,45.42660941100007,-75.48910623499995,Midori Market,2021-07-06,small
Grocery,326 Somerset St E,,(613) 565-3500,45.42442731800003,-75.67397734699995,Quick Way Food Market,2021-07-06,small
Drugstores,2515 Bank Street,,(613) 523-9999,45.354621448000046,-75.64491335999998,Shoppers Drug Mart,2021-07-06,small
"Delis, Desserts, Coffee & Tea",178 MAIN ST,,(613) 233-2124,45.409092014000066,-75.67835193999997,LITTLE ITALY FINE FOODS,2021-07-06,small
"Convenience Stores, Grocery",1224 Wellington St W,,(613) 761-6033,45.399758761000044,-75.73111119399994,Hasty Market,2021-07-06,small
Grocery,179 St Laurent Blvd,,(613) 746-1023,45.454118968000046,-75.65390975799994,Manor Park Grocy,2021-07-06,small
"Grocery, Bakeries, Delis",4750 Bank Street,,(613) 822-4549,45.31912119000003,-75.59572514599995,Maison,2021-07-06,small
Grocery,275 Montreal Rd,,(613) 745-2477,45.43690570200005,-75.66009649099993,Al Sham Food & Meat Market,2021-07-06,small
Grocery,1220 Colonial Road,,(613) 835-3781,45.42175695200007,-75.42545864399995,J.T. Bradley’s,2021-07-06,small
Seafood Markets,1480 Merivale Road,,(613) 723-7203,45.36008123200003,-75.73587272199995,Merivale Fish Market,2021-07-06,small
"Health Food Store, Grocery",2433 St Joseph Boulevard,,(613) 830-5790,45.469813111000065,-75.52865506399996,Pantry Plus,2021-07-06,small
Grocery,499 Terry Fox Drive,,(613) 224-1414,45.31007508700003,-75.92214241199997,Kardish Health Food Centre,2021-07-06,small
Convenience Stores,395 Montreal Road,,(613) 742-5004,45.439000587000066,-75.65400640299998,Corner Store,2021-07-06,small
"Herbs & Spices, Grocery",197 Trainyards Drive,,(613) 244-0103,45.411785664000035,-75.63916622899995,Bulk Barn,2021-07-06,small
Grocery,194 Robertson Rd,,(613) 829-3395,45.304072346000055,-75.87677744299998,Allspice Superstore,2021-07-06,small
Grocery,3360 Paul Anka Dr,,(613) 521-5993,45.35006899500007,-75.67503124999996,Upland Heights Grocery,2021-07-06,small
Grocery,425 Saint-Joseph Boul,,(819) 770-9131,45.35294434600007,-75.35530437799997,Place Cartier Iga Laflamme,2021-07-06,small
"Cafes, Specialty Food, Middle Eastern",1620 Merivale Rd,,NA,45.347391135000066,-75.73245471799999,Tazij House,2021-07-06,small
Grocery,1581 Bank Street,,(613) 321-0773,45.37936971600004,-75.66742268099995,Asian Grocer,2021-07-06,small
Grocery,1655 Kilborn Ave,,(613) 523-1980,45.38805329300004,-75.65208154899994,Shafie Food Centre,2021-07-06,small
Meat Shops,2770 Lancaster Road,,(613) 247-7721,45.39588627300003,-75.60659176699994,Cote Poultry,2021-07-06,small
"Meat Shops, International Grocery",1656 Bank Street,,(613) 737-7722,45.376466976000074,-75.66688832999995,Barakat Market,2021-07-06,small
Grocery,1315 Richmond Rd,,(613) 726-6548,45.368095915000026,-75.78576473299995,Richmond Food Market,2021-07-06,small
Grocery,465 Parkdale Ave,,(613) 722-1022,45.398850494000044,-75.72759130699995,Jaguar Groceries,2021-07-06,small
Grocery,29 Rue Morin,,(819) 777-1094,45.43999322900004,-75.64619532199998,Epicerie Jocelyn Claire Fournier,2021-07-06,small
Convenience Stores,1670 Heron Rd,,(613) 731-7849,45.379355315000055,-75.64322292299994,Quickie the Convenience Stores,2021-07-06,small
Grocery,4095 Belgreen Dr,,(613) 738-5125,45.38199844500008,-75.59524181199998,Kowloon Foods,2021-07-06,small
Health Food Store,4325 Strandherd Dr,,(613) 737-9330,45.270522355000026,-75.78386061199996,Natural Food Pantry,2021-07-06,small
Grocery,1509 Merivale Road,,(613) 224-3204,45.357056373000034,-75.73634046499996,M & J Tropical Super Market,2021-07-06,small
Grocery,806 Greenbank Rd,,(613) 825-3246,45.28702317600005,-75.75683360699998,Greenbank Foods,2021-07-06,small
Grocery,148 Craig Street,,(613) 445-5308,45.399427639000066,-75.69298519899996,Russell Foodland,2021-07-06,small
Grocery,300 McArthur Ave,,(613) 745-7900,45.431353570000056,-75.65587598399998,Moussa Mini Market & Meat Shop,2021-07-06,small
